"Uniprot","Genes","Pathways"
"Q9NV56","MRGBP","Cluster 5"
"Q9NV58","RNF19A","Cluster 4"
"Q9NV64","TMEM39A","Cluster 4"
"Q9NV66","TYW1","Cluster 4"
"Q9NV70","EXOC1","Cluster 2"
"Q9NV79","PCMTD2","Cluster 3"
"Q9NV88","INTS9","Cluster 4"
"Q9NV92","NDFIP2","Cluster 3"
"Q9NV96","TMEM30A","Cluster 4"
"Q9NVA1","UQCC1","Cluster 4"
"Q9NVA4","TMEM184C","Cluster 4"
"Q9NVC3","SLC38A7","Cluster 4"
"Q9NVC6","MED17","Cluster 4"
"Q9NVE7","PANK4","Cluster 2"
"Q9NVF7","FBXO28","Cluster 4"
"Q9NVG8","TBC1D13","Cluster 2"
"Q9NVH0","EXD2","Cluster 3"
"Q9NVH1","DNAJC11","Cluster 4"
"Q9NVH2","INTS7","Cluster 4"
"Q9NVI1","FANCI","Cluster 2"
"Q9NVJ2","ARL8B","Cluster 4"
"Q9NVK5","FGFR1OP2","Cluster 5"
"Q9NVM4","PRMT7","Cluster 2"
"Q9NVM6","DNAJC17","Cluster 1"
"Q9NVM9","INTS13","Cluster 5"
"Q9NVN8","GNL3L","Cluster 4"
"Q9NVP1","DDX18","Cluster 4"
"Q9NVP2","ASF1B","Cluster 3"
"Q9NVR0","KLHL11","Cluster 2"
"Q9NVR2","INTS10","Cluster 4"
"Q9NVR5","DNAAF2","Cluster 1"
"Q9NVS2","MRPS18A","Cluster 5"
"Q9NVS9","PNPO","Cluster 1"
"Q9NVT9","ARMC1","Cluster 4"
"Q9NVU0","POLR3E","Cluster 3"
"Q9NVU7","SDAD1","Cluster 4"
"Q9NVV0","TMEM38B","Cluster 4"
"Q9NVV4","MTPAP","Cluster 4"
"Q9NVV9","THAP1","Cluster 5"
"Q9NVW2","RLIM","Cluster 5"
"Q9NVX0","HAUS2","Cluster 2"
"Q9NVX2","NLE1","Cluster 2"
"Q9NVZ3","NECAP2","Cluster 1"
"Q9NW08","POLR3B","Cluster 4"
"Q9NW13","RBM28","Cluster 4"
"Q9NW15","ANO10","Cluster 3"
"Q9NW61","PLEKHJ1","Cluster 3"
"Q9NW64","RBM22","Cluster 5"
"Q9NW68","BSDC1","Cluster 3"
"Q9NW75","GPATCH2","Cluster 1"
"Q9NW82","WDR70","Cluster 1"
"Q9NW97","TMEM51","Cluster 3"
"Q9NWA0","MED9","Cluster 5"
"Q9NWB6","ARGLU1","Cluster 5"
"Q9NWB7","IFT57","Cluster 3"
"Q9NWD8","TMEM248","Cluster 4"
"Q9NWH2","TMEM242","Cluster 4"
"Q9NWH9","SLTM","Cluster 5"
"Q9NWK9","ZNHIT6","Cluster 3"
"Q9NWM3","CUEDC1","Cluster 3"
"Q9NWM8","FKBP14","Cluster 3"
"Q9NWQ4","GPATCH2L","Cluster 1"
"Q9NWQ8","PAG1","Cluster 3"
"Q9NWQ9","C14orf119","Cluster 1"
"Q9NWR8","MCUB","Cluster 4"
"Q9NWS0","PIH1D1","Cluster 1"
"Q9NWS6","FAM118A","Cluster 1"
"Q9NWS8","RMND1","Cluster 4"
"Q9NWS9","ZNF446","Cluster 5"
"Q9NWT1","PAK1IP1","Cluster 4"
"Q9NWT6","HIF1AN","Cluster 2"
"Q9NWT8","AURKAIP1","Cluster 4"
"Q9NWU1","OXSM","Cluster 5"
"Q9NWU2","GID8","Cluster 3"
"Q9NWU5","MRPL22","Cluster 4"
"Q9NWV8","BABAM1","Cluster 1"
"Q9NWW5","CLN6","Cluster 4"
"Q9NWW6","NMRK1","Cluster 1"
"Q9NWX5","ASB6","Cluster 2"
"Q9NWX6","THG1L","Cluster 2"
"Q9NWY4","HPF1","Cluster 1"
"Q9NWZ3","IRAK4","Cluster 3"
"Q9NWZ5","UCKL1","Cluster 2"
"Q9NWZ8","GEMIN8","Cluster 3"
"Q9NX00","TMEM160","Cluster 4"
"Q9NX01","TXNL4B","Cluster 1"
"Q9NX02","NLRP2","Cluster 3"
"Q9NX04","C1orf109","Cluster 2"
"Q9NX05","FAM120C","Cluster 4"
"Q9NX07","TRNAU1AP","Cluster 1"
"Q9NX08","COMMD8","Cluster 1"
"Q9NX18","SDHAF2","Cluster 5"
"Q9NX20","MRPL16","Cluster 4"
"Q9NX24","NHP2","Cluster 5"
"Q9NX40","OCIAD1","Cluster 5"
"Q9NX46","ADPRHL2","Cluster 1"
"Q9NX47","MARCH5","Cluster 4"
"Q9NX55","HYPK","Cluster 1"
"Q9NX57","RAB20","Cluster 3"
"Q9NX58","LYAR","Cluster 4"
"Q9NX61","TMEM161A","Cluster 4"
"Q9NX62","IMPAD1","Cluster 4"
"Q9NX63","CHCHD3","Cluster 5"
"Q9NX70","MED29","Cluster 5"
"Q9NX74","DUS2","Cluster 2"
"Q9NX76","CMTM6","Cluster 4"
"Q9NX78","TMEM260","Cluster 3"
"Q9NX95","SYBU","Cluster 3"
"Q9NXA8","SIRT5","Cluster 5"
"Q9NXC2","GFOD1","Cluster 3"
"Q9NXC5","MIOS","Cluster 4"
"Q9NXD2","MTMR10","Cluster 4"
"Q9NXE8","CWC25","Cluster 5"
"Q9NXF1","TEX10","Cluster 4"
"Q9NXF7","DCAF16","Cluster 1"
"Q9NXF8","ZDHHC7","Cluster 4"
"Q9NXG2","THUMPD1","Cluster 2"
"Q9NXH8","TOR4A","Cluster 3"
"Q9NXH9","TRMT1","Cluster 2"
"Q9NXJ5","PGPEP1","Cluster 3"
"Q9NXK8","FBXL12","Cluster 2"
"Q9NXN4","GDAP2","Cluster 4"
"Q9NXR5","ANKRD10","Cluster 1"
"Q9NXR7","BABAM2","Cluster 2"
"Q9NXR8","ING3","Cluster 5"
"Q9NXS2","QPCTL","Cluster 4"
"Q9NXU5","ARL15","Cluster 3"
"Q9NXV2","KCTD5","Cluster 3"
"Q9NXV6","CDKN2AIP","Cluster 5"
"Q9NXW2","DNAJB12","Cluster 4"
"Q9NXW9","ALKBH4","Cluster 1"
"Q9NXX6","NSMCE4A","Cluster 5"
"Q9NXZ2","DDX43","Cluster 3"
"Q9NY26","SLC39A1","Cluster 4"
"Q9NY27","PPP4R2","Cluster 5"
"Q9NY33","DPP3","Cluster 2"
"Q9NY35","CLDND1","Cluster 4"
"Q9NY59","SMPD3","Cluster 4"
"Q9NY61","AATF","Cluster 4"
"Q9NY64","SLC2A8","Cluster 3"
"Q9NY74","ETAA1","Cluster 3"
"Q9NY93","DDX56","Cluster 4"
"Q9NY97","B3GNT2","Cluster 5"
"Q9NYA4","MTMR4","Cluster 3"
"Q9NYB0","TERF2IP","Cluster 5"
"Q9NYC9","DNAH9","Cluster 3"
"Q9NYD6","HOXC10","Cluster 3"
"Q9NYF3","FAM53C","Cluster 1"
"Q9NYF8","BCLAF1","Cluster 5"
"Q9NYG5","ANAPC11","Cluster 5"
"Q9NYH9","UTP6","Cluster 4"
"Q9NYJ7","DLL3","Cluster 3"
"Q9NYJ8","TAB2","Cluster 1"
"Q9NYK5","MRPL39","Cluster 5"
"Q9NYL2","MAP3K20","Cluster 3"
"Q9NYL4","FKBP11","Cluster 4"
"Q9NYL9","TMOD3","Cluster 5"
"Q9NYM9","BET1L","Cluster 4"
"Q9NYP9","MIS18A","Cluster 5"
"Q9NYQ6","CELSR1","Cluster 3"
"Q9NYQ8","FAT2","Cluster 3"
"Q9NYR9","NKIRAS2","Cluster 3"
"Q9NYS0","NKIRAS1","Cluster 1"
"Q9NYT0","PLEK2","Cluster 3"
"Q9NYU1","UGGT2","Cluster 3"
"Q9NYU2","UGGT1","Cluster 4"
"Q9NYV4","CDK12","Cluster 4"
"Q9NYV6","RRN3","Cluster 2"
"Q9NYW8","RBAK","Cluster 3"
"Q9NYY8","FASTKD2","Cluster 4"
"Q9NYZ3","GTSE1","Cluster 1"
"Q9NZ01","TECR","Cluster 4"
"Q9NZ32","ACTR10","Cluster 2"
"Q9NZ43","USE1","Cluster 4"
"Q9NZ45","CISD1","Cluster 4"
"Q9NZ52","GGA3","Cluster 1"
"Q9NZ53","PODXL2","Cluster 3"
"Q9NZ63","C9orf78","Cluster 1"
"Q9NZ72","STMN3","Cluster 3"
"Q9NZA1","CLIC5","Cluster 3"
"Q9NZB8","MOCS1","Cluster 3"
"Q9NZC3","GDE1","Cluster 4"
"Q9NZC7","WWOX","Cluster 3"
"Q9NZC9","SMARCAL1","Cluster 2"
"Q9NZD2","GLTP","Cluster 2"
"Q9NZD8","SPG21","Cluster 2"
"Q9NZE8","MRPL35","Cluster 4"
"Q9NZH0","GPRC5B","Cluster 1"
"Q9NZI5","GRHL1","Cluster 3"
"Q9NZI7","UBP1","Cluster 1"
"Q9NZI8","IGF2BP1","Cluster 3"
"Q9NZJ0","DTL","Cluster 3"
"Q9NZJ4","SACS","Cluster 3"
"Q9NZJ5","EIF2AK3","Cluster 4"
"Q9NZJ6","COQ3","Cluster 5"
"Q9NZJ7","MTCH1","Cluster 4"
"Q9NZJ9","NUDT4","Cluster 1"
"Q9NZL4","HSPBP1","Cluster 2"
"Q9NZL9","MAT2B","Cluster 1"
"Q9NZM1","MYOF","Cluster 3"
"Q9NZM3","ITSN2","Cluster 3"
"Q9NZM4","BICRA","Cluster 5"
"Q9NZM5","NOP53","Cluster 4"
"Q9NZN3","EHD3","Cluster 3"
"Q9NZN4","EHD2","Cluster 3"
"Q9NZN5","ARHGEF12","Cluster 3"
"Q9NZN8","CNOT2","Cluster 1"
"Q9NZP8","C1RL","Cluster 5"
"Q9NZQ3","NCKIPSD","Cluster 2"
"Q9NZQ7","CD274","Cluster 3"
"Q9NZR1","TMOD2","Cluster 3"
"Q9NZR2","LRP1B","Cluster 3"
"Q9NZT2","OGFR","Cluster 2"
"Q9NZU0","FLRT3","Cluster 3"
"Q9NZU5","LMCD1","Cluster 3"
"Q9NZV1","CRIM1","Cluster 3"
"Q9NZV5","SELENON","Cluster 3"
"Q9NZW5","MPP6","Cluster 3"
"Q9NZZ3","CHMP5","Cluster 1"
"Q9P000","COMMD9","Cluster 1"
"Q9P003","CNIH4","Cluster 4"
"Q9P013","CWC15","Cluster 5"
"Q9P015","MRPL15","Cluster 4"
"Q9P016","THYN1","Cluster 1"
"Q9P021","CRIPT","Cluster 1"
"Q9P031","CCDC59","Cluster 3"
"Q9P032","NDUFAF4","Cluster 5"
"Q9P035","HACD3","Cluster 4"
"Q9P086","MED11","Cluster 5"
"Q9P0B6","CCDC167","Cluster 3"
"Q9P0I2","EMC3","Cluster 4"
"Q9P0J0","NDUFA13","Cluster 4"
"Q9P0J7","KCMF1","Cluster 1"
"Q9P0K1","ADAM22","Cluster 3"
"Q9P0K7","RAI14","Cluster 3"
"Q9P0K8","FOXJ2","Cluster 3"
"Q9P0L0","VAPA","Cluster 5"
"Q9P0L2","MARK1","Cluster 3"
"Q9P0M2","AKAP7","Cluster 3"
"Q9P0M6","H2AFY2","Cluster 3"
"Q9P0M9","MRPL27","Cluster 5"
"Q9P0N9","TBC1D7","Cluster 2"
"Q9P0N9","TBC1D7","Cluster 2"
"Q9P0P0","RNF181","Cluster 1"
"Q9P0R6","GSKIP","Cluster 1"
"Q9P0S2","COX16","Cluster 5"
"Q9P0S9","TMEM14C","Cluster 4"
"Q9P0T4","ZNF581","Cluster 5"
"Q9P0U1","TOMM7","Cluster 3"
"Q9P0U3","SENP1","Cluster 5"
"Q9P0V3","SH3BP4","Cluster 3"
"Q9P0W2","HMG20B","Cluster 5"
"Q9P0Z9","PIPOX","Cluster 3"
"Q9P107","GMIP","Cluster 2"
"Q9P1F3","ABRACL","Cluster 1"
"Q9P1Q0","VPS54","Cluster 4"
"Q9P1U0","ZNRD1","Cluster 5"
"Q9P1U1","ACTR3B","Cluster 2"
"Q9P1Y5","CAMSAP3","Cluster 3"
"Q9P1Y6","PHRF1","Cluster 5"
"Q9P1Z0","ZBTB4","Cluster 4"
"Q9P1Z2","CALCOCO1","Cluster 3"
"Q9P209","CEP72","Cluster 4"
"Q9P215","POGK","Cluster 4"
"Q9P219","CCDC88C","Cluster 3"
"Q9P225","DNAH2","Cluster 3"
"Q9P227","ARHGAP23","Cluster 3"
"Q9P246","STIM2","Cluster 4"
"Q9P253","VPS18","Cluster 2"
"Q9P258","RCC2","Cluster 1"
"Q9P260","RELCH","Cluster 2"
"Q9P265","DIP2B","Cluster 2"
"Q9P266","JCAD","Cluster 3"
"Q9P270","SLAIN2","Cluster 1"
"Q9P273","TENM3","Cluster 3"
"Q9P281","BAHCC1","Cluster 3"
"Q9P287","BCCIP","Cluster 3"
"Q9P289","STK26","Cluster 3"
"Q9P291","ARMCX1","Cluster 3"
"Q9P299","COPZ2","Cluster 3"
"Q9P2A4","ABI3","Cluster 3"
"Q9P2B2","PTGFRN","Cluster 3"
"Q9P2B4","CTTNBP2NL","Cluster 1"
"Q9P2B7","CFAP97","Cluster 1"
"Q9P2C4","TMEM181","Cluster 4"
"Q9P2D0","IBTK","Cluster 2"
"Q9P2D1","CHD7","Cluster 3"
"Q9P2D3","HEATR5B","Cluster 2"
"Q9P2E3","ZNFX1","Cluster 2"
"Q9P2E5","CHPF2","Cluster 4"
"Q9P2E9","RRBP1","Cluster 4"
"Q9P2F8","SIPA1L2","Cluster 3"
"Q9P2F9","ZNF319","Cluster 5"
"Q9P2G1","ANKIB1","Cluster 4"
"Q9P2H3","IFT80","Cluster 2"
"Q9P2I0","CPSF2","Cluster 4"
"Q9P2J5","LARS","Cluster 2"
"Q9P2J9","PDP2","Cluster 4"
"Q9P2K2","TXNDC16","Cluster 4"
"Q9P2K5","MYEF2","Cluster 3"
"Q9P2K6","KLHL42","Cluster 3"
"Q9P2K8","EIF2AK4","Cluster 2"
"Q9P2L0","WDR35","Cluster 3"
"Q9P2M7","CGN","Cluster 3"
"Q9P2N2","ARHGAP28","Cluster 3"
"Q9P2N5","RBM27","Cluster 5"
"Q9P2P6","STARD9","Cluster 3"
"Q9P2Q2","FRMD4A","Cluster 3"
"Q9P2R3","ANKFY1","Cluster 2"
"Q9P2R6","RERE","Cluster 5"
"Q9P2R7","SUCLA2","Cluster 4"
"Q9P2S5","WRAP73","Cluster 3"
"Q9P2W1","PSMC3IP","Cluster 1"
"Q9P2W9","STX18","Cluster 4"
"Q9P2X3","IMPACT","Cluster 3"
"Q9P2Y4","ZNF219","Cluster 3"
"Q9P2Y5","UVRAG","Cluster 2"
"Q9UBB4","ATXN10","Cluster 2"
"Q9UBB5","MBD2","Cluster 5"
"Q9UBB9","TFIP11","Cluster 4"
"Q9UBC1","NFKBIL1","Cluster 5"
"Q9UBC3","DNMT3B","Cluster 5"
"Q9UBC9","SPRR3","Cluster 3"
"Q9UBE0","SAE1","Cluster 1"
"Q9UBF1","MAGEC2","Cluster 3"
"Q9UBF2","COPG2","Cluster 2"
"Q9UBF6","RNF7","Cluster 1"
"Q9UBG0","MRC2","Cluster 3"
"Q9UBH6","XPR1","Cluster 4"
"Q9UBI1","COMMD3","Cluster 1"
"Q9UBI6","GNG12","Cluster 3"
"Q9UBI9","HECA","Cluster 3"
"Q9UBK8","MTRR","Cluster 2"
"Q9UBK9","UXT","Cluster 2"
"Q9UBL3","ASH2L","Cluster 5"
"Q9UBL6","CPNE7","Cluster 3"
"Q9UBM7","DHCR7","Cluster 4"
"Q9UBN6","TNFRSF10D","Cluster 3"
"Q9UBN7","HDAC6","Cluster 2"
"Q9UBP0","SPAST","Cluster 1"
"Q9UBP4","DKK3","Cluster 1"
"Q9UBP6","METTL1","Cluster 2"
"Q9UBP9","GULP1","Cluster 3"
"Q9UBQ5","EIF3K","Cluster 2"
"Q9UBQ6","EXTL2","Cluster 4"
"Q9UBQ7","GRHPR","Cluster 1"
"Q9UBR2","CTSZ","Cluster 3"
"Q9UBS0","RPS6KB2","Cluster 2"
"Q9UBS3","DNAJB9","Cluster 5"
"Q9UBS4","DNAJB11","Cluster 5"
"Q9UBS8","RNF14","Cluster 2"
"Q9UBT2","UBA2","Cluster 2"
"Q9UBT6","POLK","Cluster 3"
"Q9UBT7","CTNNAL1","Cluster 4"
"Q9UBU6","FAM8A1","Cluster 4"
"Q9UBU7","DBF4","Cluster 3"
"Q9UBU9","NXF1","Cluster 4"
"Q9UBV2","SEL1L","Cluster 4"
"Q9UBV7","B4GALT7","Cluster 4"
"Q9UBV8","PEF1","Cluster 1"
"Q9UBW5","BIN2","Cluster 4"
"Q9UBW7","ZMYM2","Cluster 3"
"Q9UBW8","COPS7A","Cluster 4"
"Q9UBX1","CTSF","Cluster 3"
"Q9UBY8","CLN8","Cluster 4"
"Q9UBZ4","APEX2","Cluster 3"
"Q9UBZ9","REV1","Cluster 4"
"Q9UD71","PPP1R1B","Cluster 3"
"Q9UDR5","AASS","Cluster 3"
"Q9UDT6","CLIP2","Cluster 3"
"Q9UDV7","ZNF282","Cluster 4"
"Q9UDW1","UQCR10","Cluster 4"
"Q9UDW3","ZMAT5","Cluster 5"
"Q9UDX5","MTFP1","Cluster 4"
"Q9UDY2","TJP2","Cluster 3"
"Q9UDY4","DNAJB4","Cluster 1"
"Q9UDY8","MALT1","Cluster 2"
"Q9UEE5","STK17A","Cluster 3"
"Q9UEE9","CFDP1","Cluster 1"
"Q9UEG4","ZNF629","Cluster 3"
"Q9UER7","DAXX","Cluster 3"
"Q9UET6","FTSJ1","Cluster 2"
"Q9UEU0","VTI1B","Cluster 4"
"Q9UEW8","STK39","Cluster 3"
"Q9UEY8","ADD3","Cluster 3"
"Q9UF33","EPHA6","Cluster 3"
"Q9UF56","FBXL17","Cluster 3"
"Q9UFC0","LRWD1","Cluster 4"
"Q9UFF9","CNOT8","Cluster 3"
"Q9UFG5","C19orf25","Cluster 5"
"Q9UFN0","NIPSNAP3A","Cluster 4"
"Q9UFW8","CGGBP1","Cluster 1"
"Q9UG01","IFT172","Cluster 3"
"Q9UG56","PISD","Cluster 5"
"Q9UG63","ABCF2","Cluster 2"
"Q9UG63","ABCF2","Cluster 2"
"Q9UGC7","MTRF1L","Cluster 4"
"Q9UGH3","SLC23A2","Cluster 3"
"Q9UGI8","TES","Cluster 3"
"Q9UGJ0","PRKAG2","Cluster 3"
"Q9UGJ1","TUBGCP4","Cluster 2"
"Q9UGK3","STAP2","Cluster 3"
"Q9UGK8","SERGEF","Cluster 1"
"Q9UGL1","KDM5B","Cluster 3"
"Q9UGM6","WARS2","Cluster 4"
"Q9UGP4","LIMD1","Cluster 3"
"Q9UGP5","POLL","Cluster 3"
"Q9UGP8","SEC63","Cluster 4"
"Q9UGQ2","CACFD1","Cluster 4"
"Q9UGQ3","SLC2A6","Cluster 3"
"Q9UGT4","SUSD2","Cluster 3"
"Q9UGU0","TCF20","Cluster 5"
"Q9UGU5","HMGXB4","Cluster 5"
"Q9UGV2","NDRG3","Cluster 1"
"Q9UGY1","NOL12","Cluster 3"
"Q9UH62","ARMCX3","Cluster 3"
"Q9UH65","SWAP70","Cluster 2"
"Q9UH92","MLX","Cluster 3"
"Q9UH99","SUN2","Cluster 4"
"Q9UHA2","SS18L2","Cluster 5"
"Q9UHA3","RSL24D1","Cluster 3"
"Q9UHA4","LAMTOR3","Cluster 5"
"Q9UHB6","LIMA1","Cluster 5"
"Q9UHB7","AFF4","Cluster 5"
"Q9UHB9","SRP68","Cluster 2"
"Q9UHC6","CNTNAP2","Cluster 3"
"Q9UHC7","MKRN1","Cluster 3"
"Q9UHC9","NPC1L1","Cluster 3"
"Q9UHD1","CHORDC1","Cluster 1"
"Q9UHD2","TBK1","Cluster 2"
"Q9UHD9","UBQLN2","Cluster 3"
"Q9UHE8","STEAP1","Cluster 3"
"Q9UHF1","EGFL7","Cluster 3"
"Q9UHG0","DCDC2","Cluster 3"
"Q9UHG2","PCSK1N","Cluster 3"
"Q9UHG3","PCYOX1","Cluster 4"
"Q9UHH9","IP6K2","Cluster 4"
"Q9UHI5","SLC7A8","Cluster 3"
"Q9UHI6","DDX20","Cluster 2"
"Q9UHI8","ADAMTS1","Cluster 3"
"Q9UHJ3","SFMBT1","Cluster 4"
"Q9UHJ6","SHPK","Cluster 2"
"Q9UHK0","NUFIP1","Cluster 3"
"Q9UHL4","DPP7","Cluster 4"
"Q9UHN1","POLG2","Cluster 4"
"Q9UHN6","CEMIP2","Cluster 3"
"Q9UHP3","USP25","Cluster 3"
"Q9UHQ1","NARF","Cluster 1"
"Q9UHQ9","CYB5R1","Cluster 4"
"Q9UHR4","BAIAP2L1","Cluster 3"
"Q9UHR6","ZNHIT2","Cluster 1"
"Q9UHV7","MED13","Cluster 4"
"Q9UHV9","PFDN2","Cluster 1"
"Q9UHW9","SLC12A6","Cluster 4"
"Q9UHX1","PUF60","Cluster 4"
"Q9UHX3","ADGRE2","Cluster 3"
"Q9UHY1","NRBP1","Cluster 2"
"Q9UHY7","ENOPH1","Cluster 1"
"Q9UI09","NDUFA12","Cluster 5"
"Q9UI10","EIF2B4","Cluster 2"
"Q9UI12","ATP6V1H","Cluster 2"
"Q9UI14","RABAC1","Cluster 4"
"Q9UI15","TAGLN3","Cluster 3"
"Q9UI30","TRMT112","Cluster 1"
"Q9UI36","DACH1","Cluster 3"
"Q9UI42","CPA4","Cluster 3"
"Q9UI43","MRM2","Cluster 5"
"Q9UI95","MAD2L2","Cluster 3"
"Q9UIA9","XPO7","Cluster 2"
"Q9UIB8","CD84","Cluster 5"
"Q9UIC8","LCMT1","Cluster 1"
"Q9UID3","VPS51","Cluster 2"
"Q9UID6","ZNF639","Cluster 5"
"Q9UIF9","BAZ2A","Cluster 4"
"Q9UIG0","BAZ1B","Cluster 4"
"Q9UIG8","SLCO3A1","Cluster 3"
"Q9UII2","ATP5IF1","Cluster 5"
"Q9UII4","HERC5","Cluster 3"
"Q9UIJ5","ZDHHC2","Cluster 3"
"Q9UIJ7","AK3","Cluster 5"
"Q9UIM3","FKBPL","Cluster 1"
"Q9UIQ6","LNPEP","Cluster 4"
"Q9UIU6","SIX4","Cluster 3"
"Q9UIV1","CNOT7","Cluster 2"
"Q9UIV8","SERPINB13","Cluster 3"
"Q9UIW2","PLXNA1","Cluster 4"
"Q9UJ14","GGT7","Cluster 3"
"Q9UJ41","RABGEF1","Cluster 1"
"Q9UJ68","MSRA","Cluster 3"
"Q9UJ72","ANXA10","Cluster 5"
"Q9UJ78","ZMYM5","Cluster 5"
"Q9UJ83","HACL1","Cluster 4"
"Q9UJA5","TRMT6","Cluster 3"
"Q9UJA9","ENPP5","Cluster 3"
"Q9UJC3","HOOK1","Cluster 3"
"Q9UJC5","SH3BGRL2","Cluster 1"
"Q9UJG1","MOSPD1","Cluster 5"
"Q9UJJ9","GNPTG","Cluster 5"
"Q9UJK0","TSR3","Cluster 2"
"Q9UJM3","ERRFI1","Cluster 3"
"Q9UJT0","TUBE1","Cluster 2"
"Q9UJU2","LEF1","Cluster 3"
"Q9UJU6","DBNL","Cluster 1"
"Q9UJV3","MID2","Cluster 3"
"Q9UJV8","PURG","Cluster 3"
"Q9UJV9","DDX41","Cluster 4"
"Q9UJW0","DCTN4","Cluster 1"
"Q9UJX2","CDC23","Cluster 2"
"Q9UJX3","ANAPC7","Cluster 4"
"Q9UJX5","ANAPC4","Cluster 2"
"Q9UJX6","ANAPC2","Cluster 2"
"Q9UJY1","HSPB8","Cluster 3"
"Q9UJY4","GGA2","Cluster 3"
"Q9UJY5","GGA1","Cluster 1"
"Q9UJZ1","STOML2","Cluster 5"
"Q9UK22","FBXO2","Cluster 3"
"Q9UK23","NAGPA","Cluster 5"
"Q9UK32","RPS6KA6","Cluster 3"
"Q9UK33","ZNF580","Cluster 5"
"Q9UK39","NOCT","Cluster 4"
"Q9UK41","VPS28","Cluster 2"
"Q9UK45","LSM7","Cluster 5"
"Q9UK53","ING1","Cluster 5"
"Q9UK58","CCNL1","Cluster 4"
"Q9UK59","DBR1","Cluster 2"
"Q9UK73","FEM1B","Cluster 3"
"Q9UK76","JPT1","Cluster 1"
"Q9UK97","FBXO9","Cluster 2"
"Q9UK99","FBXO3","Cluster 2"
"Q9UKA2","FBXL4","Cluster 3"
"Q9UKA4","AKAP11","Cluster 3"
"Q9UKB1","FBXW11","Cluster 2"
"Q9UKB3","DNAJC12","Cluster 3"
"Q9UKC9","FBXL2","Cluster 3"
"Q9UKD1","GMEB2","Cluster 5"
"Q9UKD2","MRTO4","Cluster 2"
"Q9UKF6","CPSF3","Cluster 4"
"Q9UKG1","APPL1","Cluster 2"
"Q9UKG9","CROT","Cluster 3"
"Q9UKI2","CDC42EP3","Cluster 3"
"Q9UKI8","TLK1","Cluster 2"
"Q9UKJ3","GPATCH8","Cluster 5"
"Q9UKJ5","CHIC2","Cluster 4"
"Q9UKK3","PARP4","Cluster 2"
"Q9UKK6","NXT1","Cluster 5"
"Q9UKK9","NUDT5","Cluster 1"
"Q9UKL0","RCOR1","Cluster 4"
"Q9UKL3","CASP8AP2","Cluster 5"
"Q9UKL6","PCTP","Cluster 3"
"Q9UKM7","MAN1B1","Cluster 4"
"Q9UKM9","RALY","Cluster 5"
"Q9UKN8","GTF3C4","Cluster 4"
"Q9UKQ2","ADAM28","Cluster 3"
"Q9UKR5","ERG28","Cluster 4"
"Q9UKS6","PACSIN3","Cluster 3"
"Q9UKS7","IKZF2","Cluster 3"
"Q9UKT4","FBXO5","Cluster 3"
"Q9UKT5","FBXO4","Cluster 3"
"Q9UKU7","ACAD8","Cluster 4"
"Q9UKU9","ANGPTL2","Cluster 3"
"Q9UKV5","AMFR","Cluster 4"
"Q9UKV8","AGO2","Cluster 2"
"Q9UKW4","VAV3","Cluster 3"
"Q9UKX7","NUP50","Cluster 5"
"Q9UKY1","ZHX1","Cluster 5"
"Q9UKY4","POMT2","Cluster 4"
"Q9UKY7","CDV3","Cluster 1"
"Q9UKZ1","CNOT11","Cluster 2"
"Q9UL01","DSE","Cluster 3"
"Q9UL03","INTS6","Cluster 4"
"Q9UL12","SARDH","Cluster 3"
"Q9UL16","CFAP45","Cluster 3"
"Q9UL18","AGO1","Cluster 4"
"Q9UL25","RAB21","Cluster 4"
"Q9UL26","RAB22A","Cluster 4"
"Q9UL33","TRAPPC2L","Cluster 1"
"Q9UL40","ZNF346","Cluster 5"
"Q9UL42","PNMA2","Cluster 3"
"Q9UL45","BLOC1S6","Cluster 1"
"Q9UL46","PSME2","Cluster 2"
"Q9UL54","TAOK2","Cluster 4"
"Q9UL63","MKLN1","Cluster 2"
"Q9UL68","MYT1L","Cluster 3"
"Q9ULA0","DNPEP","Cluster 2"
"Q9ULC3","RAB23","Cluster 4"
"Q9ULC6","PADI1","Cluster 3"
"Q9ULC8","ZDHHC8","Cluster 3"
"Q9ULD0","OGDHL","Cluster 3"
"Q9ULD2","MTUS1","Cluster 3"
"Q9ULD4","BRPF3","Cluster 3"
"Q9ULD9","ZNF608","Cluster 3"
"Q9ULE0","WWC3","Cluster 3"
"Q9ULE3","DENND2A","Cluster 3"
"Q9ULE6","PALD1","Cluster 3"
"Q9ULF5","SLC39A10","Cluster 4"
"Q9ULG1","INO80","Cluster 4"
"Q9ULH1","ASAP1","Cluster 2"
"Q9ULH7","MRTFB","Cluster 1"
"Q9ULI3","HEG1","Cluster 3"
"Q9ULJ3","ZBTB21","Cluster 5"
"Q9ULJ6","ZMIZ1","Cluster 3"
"Q9ULJ7","ANKRD50","Cluster 3"
"Q9ULK2","ATXN7L1","Cluster 3"
"Q9ULK5","VANGL2","Cluster 3"
"Q9ULL1","PLEKHG1","Cluster 3"
"Q9ULL8","SHROOM4","Cluster 3"
"Q9ULM3","YEATS2","Cluster 5"
"Q9ULM6","CNOT6","Cluster 2"
"Q9ULP9","TBC1D24","Cluster 2"
"Q9ULQ0","STRIP2","Cluster 3"
"Q9ULR3","PPM1H","Cluster 3"
"Q9ULS5","TMCC3","Cluster 3"
"Q9ULT0","TTC7A","Cluster 4"
